fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,color,index,taste
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,0,3882,0
7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,0,4171,1
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,1,1371,0
10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,1,1129,0
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,1,1530,1
8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,0,3209,1
6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,0,1920,1
6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,0,5698,0
6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,0,2266,1
6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,0,4079,1
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,0,5289,1
7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,0,2270,1
6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,0,5738,1
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,1,567,1
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,1,691,0
6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,0,5309,0
7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,0,3128,1
7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,0,3266,0
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,0,3846,0
9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,1,201,1
6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,0,3138,1
7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,1,863,0
7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,0,4541,0
8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,1,1146,1
6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,0,4521,1
5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,0,6242,1
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.06666667,1,1440,1
6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,0,3518,1
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,1,1191,1
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,1,268,1
4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9,0,2464,0
8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,0,2598,1
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,0,3403,1
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,1,1370,0
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,0,3885,0
9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,0,3180,0
7.1,0.21,0.72,1.6,0.167,65,120,0.99324,2.97,0.51,9.2,0,5337,0
7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,1,724,0
6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,0,4562,0
8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,1,186,0
7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,0,2945,1
8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,0,4321,0
6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,0,4418,0
8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,0,2971,1
7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,0,4376,1
8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,0,2764,1
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,1,952,1
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,0,4573,1
6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,0,3175,1
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,0,1757,1
6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,0,5713,1
7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,0,4088,1
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,0,5286,0
7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,1,118,1
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,0,2620,1
7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,0,1677,1
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,0,2360,1
5.8,0.23,0.31,4.5,0.046,42,124,0.99324,3.31,0.64,10.8,0,6468,1
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,0,4714,1
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,1,289,1
9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,1,1062,1
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,1,367,1
9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,0,2709,0
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,0,6022,1
6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,0,3565,1
6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,0,5755,0
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,0,3927,1
7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,0,4752,1
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,0,1791,0
6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,0,5604,1
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,0,6287,1
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,0,1782,0
6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,0,5704,1
7.6,0.31,0.27,5.8,0.036,23,109,0.99399,3.34,0.54,11,0,4007,1
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,0,4744,1
9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11,0,3630,1
7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5,0,4653,0
6.4,0.3,0.45,3.5,0.197,76,180,0.9942,3.02,0.39,9.1,0,1795,1
6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,0,4717,1
6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,0,3278,1
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,0,3050,1
5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,0,2695,1
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,0,5575,1
5.2,0.405,0.15,1.45,0.038,10,44,0.99125,3.52,0.4,11.6,0,6439,0
7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,0,3396,0
7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,0,3990,1
6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,0,5306,1
9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,1,89,0
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,0,3710,0
6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,0,6038,0
6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,0,4080,0
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,0,3495,1
6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,0,2053,1
6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,1,1125,0
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,0,5006,1
8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,0,5034,1
6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,0,3313,1
6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,0,2572,1
5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,0,1847,1
6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,0,3066,1
7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,0,2177,1
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,0,5142,1
6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,0,6342,1
8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,1,1392,0
7.9,0.35,0.28,12.9,0.032,13,63,0.9932,2.99,0.43,13,0,5113,1
6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,0,4258,1
7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,0,4120,0
5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,0,1868,1
6.9,0.2,0.28,1.2,0.048,36,159,0.9936,3.19,0.43,9.1,0,2730,1
6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,0,4930,1
7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,0,3531,0
7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,0,3586,1
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,0,4231,1
6.6,0.29,0.73,2.2,0.027,21,92,0.99,3.12,0.48,12.4,0,6355,1
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,0,5596,1
6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,0,2334,0
5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,0,5966,1
7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,0,5150,1
7,0.21,0.34,8,0.057,19,101,0.9954,2.99,0.59,9.4,0,2327,0
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,1,1185,0
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,0,3052,1
4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,0,4865,0
5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,0,4753,1
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,0,4966,1
10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,0,3500,1
6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,0,4032,0
6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,1,1045,1
9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,1,116,1
6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,0,3867,1
6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,0,2625,1
7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,0,2599,1
7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,0,1695,1
7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,0,2389,1
7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,0,4262,1
6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,1,1308,0
9,0.31,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5,0,2739,0
6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,0,4132,0
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,0,4629,1
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,1,1220,1
5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,0,4403,1
9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,0,3683,0
7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,0,2497,1
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,0,5217,0
7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,0,5497,1
6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,0,1830,0
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,0,5985,0
6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,0,2116,0
5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,0,6165,0
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,1,1539,0
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,1,1100,0
6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,0,3371,1
8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,0,4489,1
6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,0,6270,1
7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7,0,3681,0
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,0,5444,1
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,0,6054,1
7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,0,2878,1
9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,1,695,0
6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,0,2745,0
6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,0,3626,0
8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,0,3380,0
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,1,846,0
6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,0,4839,1
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,0,2277,1
6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,0,3395,1
8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,1,682,1
6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,0,5728,0
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,0,1974,1
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,0,4299,1
7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,0,2307,1
6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,1,1028,0
6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,0,2624,1
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,0,4400,0
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,0,4944,1
5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,0,6217,1
10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,1,351,1
7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,1,387,1
7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,0,3988,0
9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,1,958,1
6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,0,4427,1
7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,0,3844,0
7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,0,2838,1
10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,1,483,0
7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,0,4273,1
7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,0,3956,1
6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,0,5545,1
9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,1,562,0
6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,0,2726,1
6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,0,2055,1
6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,0,6361,1
8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,0,3448,0
7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,0,5429,1
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,0,6383,1
7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,0,3765,0
10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,1,1110,1
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,0,4125,1
7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,0,3205,1
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,1,492,1
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,1,1301,1
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,0,2816,1
12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,1,340,1
7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,0,2899,0
6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,0,1626,1
6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,0,6425,1
7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,0,2216,1
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,1,1259,1
7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,0,2518,1
5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,1,1127,1
8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,0,4570,0
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,1,434,0
9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,1,1077,1
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,1,892,0
7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,0,1682,0
6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,0,1813,1
6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,0,4370,1
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,1,918,1
8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,1,109,1
6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,0,2140,0
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,1,626,0
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,1,320,1
6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,0,4808,0
8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,0,2883,1
7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,1,161,0
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,0,6096,1
6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,0,2918,1
5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,0,5257,1
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,0,3767,1
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,0,2632,1
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,1,986,1
8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,0,3553,1
6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,0,6366,1
11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,1,745,0
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,0,5597,1
8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,0,4061,0
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,1,446,1
6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,0,5810,1
6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,0,3204,0
5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,0,2391,1
6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,0,3999,1
6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,1,1086,0
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,1,661,1
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,1,1199,1
6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,0,5862,1
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,0,5354,1
6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,0,2527,1
7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,0,4070,0
5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,0,2513,0
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,1,514,1
6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,0,3451,1
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,1,736,0
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,1,1247,0
6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,0,2927,1
6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,0,2827,0
10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,1,1081,1
7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,0,3168,1
6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,0,5035,1
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,0,4690,1
6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,0,3807,1
6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,0,2273,1
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,0,5213,1
7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,0,5370,0
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,0,5890,0
7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,0,2916,1
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,1,172,1
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,0,5807,1
6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,0,3680,0
7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,0,3132,1
7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,0,5676,0
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,1,1519,0
9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,1,761,0
6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,0,3249,0
8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,0,2829,0
5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,0,2494,1
6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,0,5072,1
6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,0,2992,1
5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,0,2046,0
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,1,1411,1
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,1,1260,1
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,1,1528,1
5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,0,3636,1
5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,0,1986,1
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,0,4599,1
7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,0,1982,1
6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,0,5067,0
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,1,813,0
8.5,0.25,0.31,2.8,0.032,11,61,0.99189,3.06,0.44,11.5,0,3862,1
6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,0,2499,1
6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5,0,3786,0
6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,1,1329,0
6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,0,5813,0
6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,0,5843,1
8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,0,2809,1
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,0,2178,1
6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,0,5050,1
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,1,925,0
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,0,2134,1
